Id;jmeno;prijmeni;datumNarozeni;obor;bodyPrijimacihoRizeni;prijat;prumerZnamekMaturitniZkousky
475;Brina;Fowlie;26.11.1995;0;50;false;1.57
476;Tuesday;Fruen;02.02.2001;1;43;false;3.31
477;Gennifer;Fagence;15.10.2001;0;69;false;2.61
478;Adah;Benzie;10.09.1996;4;35;false;3.27
479;Sherilyn;Dungay;11.04.2002;3;86;false;1.62
480;Tedman;Mayoh;08.04.1997;2;66;true;4.55
481;Justine;Baldacco;21.11.1998;4;18;true;4.66
482;Davey;Riddell;14.07.2001;0;58;true;2.25
483;Jordon;Trewhela;11.10.1998;4;7;false;2.12
484;Carlynne;Claus;07.04.2002;1;19;true;3.01
485;Klarrisa;Rackstraw;22.09.1997;2;63;true;3.44
486;Alexandr;Fido;09.08.1995;2;12;false;3.74
487;Salmon;Tunnicliff;11.11.2002;3;37;false;2.74
488;Bertie;Fominov;26.02.1999;3;3;false;3.06
489;Marie;Francescozzi;22.10.2001;0;98;false;2.51
490;Tonye;Chiverton;16.01.2004;0;48;true;2.74
491;Harlen;Mordan;17.06.2002;1;46;false;2.11
492;Bambie;Domek;04.11.2001;1;89;false;1.86
493;Beilul;Owenson;28.04.2000;4;0;true;4.9
494;Amata;Franca;22.02.2003;0;22;false;4.16
495;Sandor;Bodycomb;31.12.2002;3;67;false;2.89
496;Lewie;Yorke;20.08.2000;0;91;false;2.06
497;Mayne;Duddle;20.06.2000;2;3;true;1.97
498;Maurie;Thornborrow;23.09.1997;4;79;false;2.2
499;Katherina;Emanueli;08.03.2004;3;43;true;1.16
500;Morry;Well;19.01.1997;4;28;false;3.08
501;Marleah;Baggally;17.06.2000;0;15;false;4.46
502;Elwira;Bastock;27.01.1997;2;13;true;3.54
503;Tatiania;Averay;12.11.1999;3;36;true;3.55
504;Brantley;Leavry;21.05.1998;4;54;false;2.34
505;Alec;O'Fogarty;29.07.1998;0;59;false;3.34
506;Karyl;de Mullett;29.06.1996;1;60;false;2.0
507;Ellery;Wais;05.01.2002;2;97;false;1.24
508;Quint;Brimicombe;03.12.2004;3;43;true;4.78
509;Fairleigh;Kolushev;17.05.2001;3;80;false;2.88
510;Zedekiah;Petrol;09.07.1996;0;53;true;2.29
511;Kalindi;Karlqvist;26.08.2000;2;77;true;3.01
512;Carmen;Larrosa;08.11.2004;2;31;false;3.89
513;Nial;Banaszkiewicz;23.09.2003;2;67;true;1.39
514;Beverlie;Seabridge;16.08.1999;2;85;true;1.11
515;Hillary;O'Mohun;24.09.2000;4;10;false;1.1
516;Maximilien;Sange;15.09.1996;1;76;true;2.29
517;Victor;Thumnel;19.09.1995;2;8;true;2.44
518;Lewes;Gunn;04.12.2003;1;39;false;4.13
519;Norene;Garrique;15.08.1997;0;4;true;3.9
520;Cori;Zanussii;29.02.1996;3;54;false;1.69
521;Burlie;Ackerley;13.11.1995;0;40;true;2.52
522;Brett;Lux;17.07.2004;0;38;true;4.81
523;Joete;Larive;20.01.1996;1;90;true;1.2
524;Kissie;Hounsome;29.11.2000;4;66;true;3.29
525;Kristoforo;Clowsley;09.04.1997;3;62;false;2.17
526;Aryn;Nisot;23.12.1997;4;80;true;1.01
527;Margaretta;Brummitt;08.02.2001;0;58;true;4.31
528;West;Chislett;08.08.1998;2;62;false;3.72
529;Ursulina;Cristofol;11.11.2003;2;64;false;3.06
530;Nanette;Albrook;16.02.1997;4;7;true;2.31
531;Dallas;Coakley;20.11.2000;1;54;true;4.24
532;Rycca;Boseley;01.11.2003;2;60;false;3.1
533;Birk;McClunaghan;07.05.1998;3;79;true;1.82
534;Jon;Turpin;15.05.2003;3;59;false;1.76
535;Baxie;Jerisch;26.06.1999;4;10;true;3.21
536;Gradeigh;Pirozzi;24.12.1998;1;10;false;2.5
537;Babbette;Caulcutt;31.07.2003;0;3;false;3.04
538;Jori;O'Dempsey;20.08.1997;3;26;true;2.73
539;Beverly;Crawshay;27.10.2001;4;10;true;3.98
540;Karalee;Cobello;13.10.2004;1;78;true;2.56
541;Chet;Trustey;13.02.1996;2;54;false;1.23
542;Irene;Schoenfisch;28.06.2002;2;21;true;1.57
543;Collie;Scrimshaw;03.02.2002;0;89;false;1.64
544;Meryl;Teacy;21.06.1999;3;91;false;3.82
545;Myrna;Tomek;01.06.1996;0;67;false;1.11
546;Davina;Tremethack;11.10.2003;2;99;true;3.52
547;Ronnica;McClaughlin;17.12.1997;2;46;false;3.48
548;Giorgio;Halliberton;29.09.2004;1;33;true;4.14
549;Emmalynne;Goosey;29.10.1995;1;56;true;2.72
550;Sully;Braban;12.04.1996;0;26;true;2.03
551;Rosanne;Wilford;13.12.2001;4;64;true;1.62
552;Jessica;Harraway;25.03.2001;2;42;false;1.51
553;Jobyna;Alekseev;31.12.2001;0;65;false;2.24
554;Christan;Taber;15.01.2003;4;13;false;1.53
555;Luther;Hounihan;19.09.1995;4;95;false;2.82
556;Katharine;Colvine;08.01.2001;2;20;true;4.48
557;Riva;Domegan;05.01.2005;3;80;true;3.93
558;Ingamar;Bratten;18.06.1996;4;19;false;4.32
559;Priscilla;Hryncewicz;12.05.2000;2;65;false;4.16
560;Hyacinth;Budget;20.02.2004;0;34;false;4.06
561;Linn;Ridding;16.03.2001;4;88;true;3.2
562;Alanah;Costi;03.01.1997;1;24;false;3.91
563;Orson;Halfacree;23.09.2001;2;28;false;1.64
564;Germain;Thrustle;06.06.2001;2;76;false;2.33
565;Gwenette;Banbrick;12.03.2003;4;75;false;2.91
566;Scarlet;Seddon;11.05.2001;4;89;true;4.15
567;Damon;Ruddiman;17.02.1995;3;6;false;2.83
568;Ron;Law;14.04.2002;0;60;true;1.78
569;Fey;Malzard;08.10.1999;2;17;false;4.19
570;Shantee;Renfree;16.10.1996;1;36;true;2.49
571;Walton;Eplett;23.06.2002;1;51;true;2.64
572;Malia;Halcro;19.04.1999;1;52;true;1.08
573;Enrico;McElroy;01.11.1996;2;91;false;2.38
574;Farica;Tuley;28.04.2003;0;59;false;1.72
575;Robin;Mendonca;26.04.1999;3;35;false;4.82
576;Percival;Sliman;26.01.2004;3;84;false;1.74
577;Sandra;Saffill;15.03.1996;1;45;false;4.26
578;Beckie;Wissbey;07.11.1998;0;21;true;1.26
579;Conrad;Nealon;26.10.1996;0;58;true;1.06
580;Tiphany;Tattersill;27.12.1998;0;62;false;3.21
581;Dagny;Khristoforov;15.04.2003;0;42;false;3.99
582;Row;Gosnay;09.10.1998;1;60;false;1.45
583;Sly;Devonport;20.04.1996;0;35;false;1.11
584;Kaleb;Livett;14.07.1999;1;4;false;1.07
585;Jermayne;Calvert;01.05.2003;3;71;false;2.71
586;Lancelot;Benjamin;08.08.2003;1;29;false;1.99
587;Ogden;Maybery;26.05.2003;2;48;false;4.08
588;Nicholas;Richemont;27.01.1997;1;55;false;4.98
589;Homerus;Gilvear;26.04.2000;2;76;false;4.41
590;Chauncey;Wardhaw;17.07.2000;4;39;true;1.75
591;Thedrick;Fumagall;10.04.1998;3;79;false;1.4
592;Esta;Duffett;28.04.2001;3;50;false;2.62
593;Kit;Wilbore;01.08.1999;2;19;false;1.54
594;Benoite;Danbi;12.09.1998;0;63;false;2.71
595;Carling;Ilyas;26.11.2004;2;95;true;2.48
596;Stafford;Olland;24.08.1999;2;80;false;1.8
597;Glynn;Connor;31.12.2003;3;23;true;3.29
598;Hanny;Bispham;15.12.2004;4;72;false;1.33
599;Brien;Oxshott;17.09.2001;3;62;false;1.83
600;Carree;McGeever;23.04.2000;4;60;false;1.64
601;Quintina;Heinish;09.12.2001;2;4;false;4.66
602;Jere;Fahy;21.12.2004;4;61;false;3.81
603;Morgen;MacRierie;01.02.2000;3;31;true;1.78
604;Bathsheba;Fouracre;03.03.1997;2;28;false;3.73
605;Avril;Goter;18.10.2004;2;41;true;4.06
606;Jeanna;Matessian;07.05.2001;4;78;false;4.4
607;Evangeline;Triswell;22.09.1998;2;97;true;3.05
608;Greg;Core;29.06.1995;2;6;false;3.57
609;Ardelis;Biaggetti;14.07.1998;4;27;true;1.79
610;Chucho;Balser;22.02.2002;4;3;false;4.34
611;Alard;Berdale;25.06.1998;1;18;false;4.04
612;Ellswerth;Ricks;25.10.1999;2;91;false;4.84
613;Dougie;Vatcher;01.02.2004;1;61;false;2.15
614;Lilly;Steward;12.11.1995;4;7;false;1.63
615;Ike;Jozsika;27.02.2003;3;88;true;3.07
616;Agata;Dixon;19.09.2002;2;86;false;2.41
617;Tammara;Orta;14.09.2002;4;20;true;2.39
618;Meris;Jerromes;01.10.1996;3;77;true;3.19
619;Pippy;Domenichini;15.03.2001;2;34;false;3.84
620;Byrann;Andor;13.06.1996;0;90;false;3.18
621;Siana;Whyteman;14.03.2004;1;27;true;1.49
622;Vinny;Matzeitis;13.03.2004;1;8;false;2.78
623;Carissa;Hicklingbottom;24.09.1999;3;9;false;4.94
624;Sal;Iannello;12.09.1999;4;86;true;3.12
625;Maddie;Cocke;24.10.1995;2;91;false;1.29
626;Chrisse;Dunford;20.12.2002;2;58;false;4.93
627;Jeri;Boutell;27.03.2001;1;70;true;3.4
628;Augy;Ducarel;09.01.2002;1;34;false;1.16
629;Lanae;Humburton;18.05.1996;3;70;true;1.61
630;Paulo;Ternault;21.03.2002;3;11;false;3.72
631;Lindsay;Costelloe;23.01.2005;1;61;false;3.0
632;Therine;Moulsdall;20.12.2003;4;41;true;2.62
633;Catlaina;Ewbanks;20.02.2000;4;58;true;4.51
634;Danella;Ruddiman;21.06.2004;1;77;true;2.74
635;Ingar;Ronca;15.06.1998;3;25;true;1.45
636;Olivie;Pinar;21.06.1995;4;76;true;3.63
637;Pete;Ludovico;13.02.1996;1;21;false;2.75
638;Piper;Houson;05.06.1998;0;89;true;1.14
639;Dore;Nolli;11.02.2003;4;28;true;3.14
640;Garvey;St Quenin;17.09.2002;3;61;true;3.35
641;Katlin;Lent;02.09.1997;4;33;false;4.69
642;Cassey;Marusik;30.12.2002;2;79;true;2.45
643;Findlay;Palke;21.08.2000;1;64;false;4.84
644;Godfree;Malone;06.09.1995;4;54;true;1.33
645;Marla;Le Frank;24.12.1998;3;91;false;1.77
646;Cassondra;Iacovielli;08.01.2003;1;36;false;2.72
647;Raimondo;Grabb;16.07.1998;4;4;false;2.91
648;Bartolemo;Draysey;16.02.1996;4;27;false;3.89
649;Taddeo;Gooding;26.04.2002;2;44;true;3.29
650;Adolpho;Wimpenny;07.07.1996;0;84;false;3.86
651;Janos;Callow;01.09.2002;1;66;false;1.97
652;Nial;Stilgoe;04.11.1996;1;83;true;4.21
653;Corilla;Ege;12.09.2004;3;95;false;4.41
654;Mab;Rubinowitz;17.04.2004;3;22;true;1.7
655;Oriana;Yarranton;08.05.1996;0;0;true;4.68
656;Dodie;Clinnick;10.09.2004;1;53;false;4.33
657;Worthington;Brosetti;14.03.1995;1;31;false;4.64
658;Letty;Dake;22.05.2003;3;94;true;3.7
659;Noelyn;Mougeot;29.05.1999;3;36;true;2.37
660;Kellina;Dutton;28.04.2001;3;80;true;3.77
661;Jamal;Skaid;10.04.2004;4;25;false;3.09
662;Fan;Crosskill;05.02.2001;3;24;true;4.74
663;Jacki;Northill;24.10.1995;3;88;false;3.83
664;Paola;Bargh;22.08.1996;4;22;true;3.43
665;Bryana;Poate;25.11.2001;3;0;false;3.13
666;Albertine;Blogg;25.05.1998;1;9;false;2.22
667;Donna;Scougal;31.03.1997;0;60;true;4.22
668;Tarra;Hearl;17.05.1997;4;73;true;1.77
669;Gypsy;Skeats;20.09.1997;0;34;true;3.33
670;Andre;Patzelt;12.07.1997;1;49;true;3.87
671;Elfreda;Bewfield;09.10.1997;2;68;false;1.54
672;Inger;Axe;27.02.1998;4;92;false;1.81
673;Kyla;Wardesworth;25.07.1995;0;52;false;4.94
674;Jeth;Roland;30.01.1998;0;19;false;3.65
675;Yehudi;Shillabeer;09.06.1996;3;47;false;2.83
676;Talya;Rosenthal;20.08.1998;0;62;true;2.55
677;Deane;Pyle;26.06.2000;3;58;false;4.91
678;Heather;Briggs;02.11.2004;2;85;true;3.76
679;Irena;Kenelin;12.11.2004;2;89;true;3.0
680;Zonda;Christoffe;19.05.1999;4;2;false;1.71
681;Tildy;Englishby;23.06.1999;1;85;true;1.4
682;Eda;Caswell;21.03.1998;0;29;false;4.16
683;Marven;Richly;09.02.1997;0;36;false;1.84
684;Rickie;Beltzner;26.07.2000;1;49;true;3.16
685;Wade;Bolliver;10.10.2002;2;66;false;4.06
686;Fifi;Petschel;12.12.1999;0;3;false;3.72
687;Hallsy;Hawkyens;06.10.2001;2;17;false;1.39
688;Hy;Jenne;29.01.2000;0;10;true;4.81
689;Germaine;Masding;26.03.1997;4;6;false;3.16
690;Randell;Scollard;28.10.1997;4;28;false;1.15
691;Myrvyn;Mowsdale;20.06.2002;4;71;false;4.21
692;Merl;Andrioletti;07.12.1999;4;45;true;1.07
693;Courtney;Quiddington;16.04.2001;0;52;false;4.62
694;Brett;Gerriessen;12.09.1997;4;38;true;2.58
695;Quintana;Szachniewicz;20.04.2001;0;68;false;4.96
696;Alissa;Ashmole;30.03.2002;4;97;true;3.66
697;Ursula;Eusden;14.11.1998;0;54;false;1.32
698;Florencia;Haining;28.08.1998;3;100;true;3.85
699;Bank;Madle;22.02.2003;3;29;false;1.82
700;Mamie;Hundal;07.08.2004;2;79;false;1.16
701;Richard;Abbey;12.06.1998;2;9;false;2.03
702;Norry;Fausset;27.03.1996;4;29;true;3.48
703;Giles;Sterling;21.05.2002;3;14;false;2.55
704;Kristian;Seamark;03.03.2001;3;28;false;1.58
705;Alfonso;Hazel;11.11.2001;3;88;false;2.85
706;Danie;Kacheler;26.12.2003;3;34;false;3.93
707;Kristoforo;Le Galle;11.08.2001;2;86;false;2.95
708;Astra;Tadgell;21.03.2001;4;85;true;4.19
709;Lenka;Brewett;22.05.1996;3;73;false;3.0
710;Leodora;Lumsdaine;06.04.2001;4;76;false;1.09
711;Cassius;Carncross;10.10.2001;3;100;true;1.05
712;Claribel;Balazin;28.12.1999;3;68;true;4.03
713;Anabella;Tomaselli;05.11.1996;1;21;false;1.85
714;Tobe;Jendrich;27.06.2002;1;80;false;1.67
715;Baryram;Spelman;08.03.1996;2;61;true;1.18
716;Jocelyne;Rojel;24.03.2002;1;48;true;4.63
717;Kyle;Diggin;02.12.2004;3;81;false;3.48
718;Wilma;Atlee;07.09.2004;0;56;true;4.97
719;Siouxie;Fasey;03.05.2003;0;53;false;1.52
720;Chaddie;Dabling;13.12.1996;1;21;true;3.85
721;Kirby;Kenworthy;02.05.1995;0;56;true;2.12
722;Gabi;Leverentz;03.09.2001;4;46;true;2.15
723;Sean;Driutti;12.08.2004;2;97;true;4.93
724;Noel;Veysey;25.01.1996;3;94;true;1.15
725;Wilone;Sineath;21.07.2001;4;0;false;1.67
726;Anna-maria;Anton;29.11.2001;4;92;true;1.52
727;Elisabeth;Lyles;27.06.1998;3;40;true;4.84
728;Cordie;Hirsthouse;20.09.1999;2;38;false;3.45
729;Clarette;McCaughey;27.03.1998;4;32;true;3.06
730;Hali;Antuoni;04.10.1999;2;4;false;1.01
731;Maren;Haukey;21.10.2003;1;70;false;1.96
732;Bobby;Teresa;12.05.1997;1;40;true;4.82
733;Eleen;Mecozzi;17.02.2004;0;63;true;3.36
734;Nels;Jakoviljevic;12.04.2000;0;33;true;3.81
735;Maire;Balmforth;09.07.1996;2;47;true;2.99
736;Rustie;Paal;11.07.2000;3;96;true;2.47
737;Norrie;Handsheart;21.01.1997;3;59;true;3.41
738;Jacqui;Cohalan;13.07.2004;0;79;false;2.55
739;Rawley;Ruperti;29.06.2000;2;73;true;2.05
740;Roberto;Harriskine;26.03.2000;4;53;false;2.4
741;Dalenna;Brewett;19.05.2000;3;17;true;1.94
742;Fernandina;Cicculini;06.07.2002;2;56;true;1.66
743;Delphine;Starsmore;12.08.2002;0;37;true;3.24
744;Izzy;Kinnane;13.11.1996;3;43;true;3.41
745;Cchaddie;Amor;14.08.1997;3;65;true;2.84
746;Lisle;Revell;06.04.2001;1;5;true;4.3
747;Gordy;McLise;11.12.1995;1;97;false;1.03
748;Chiquia;Warrener;06.07.2003;0;30;true;4.79
749;Eada;O'Farrell;22.08.1997;2;11;false;4.8
750;Aldous;Gloucester;10.11.1999;4;76;true;4.46
751;Jamil;Darrington;21.07.2000;3;24;true;2.62
752;Bev;Ramos;22.05.1995;3;22;true;2.79
753;Juieta;Hakking;11.05.1995;4;4;false;1.4
754;Malissa;Bohan;01.02.1998;4;62;false;2.65
755;Godfrey;Choulerton;17.03.1995;4;43;true;3.71
756;Lyndel;Kale;29.07.2004;2;0;true;2.18
757;Ilise;Ivel;18.09.2001;2;93;false;3.11
758;Hillie;Knee;10.07.1997;4;65;true;4.4
759;Rhianna;Armin;27.05.1999;3;81;false;1.79
760;Bent;Skoyles;02.02.2004;1;76;true;4.01
761;Archy;Eliassen;02.03.1999;2;19;true;4.93
762;Mathias;Makinson;27.09.2004;2;84;true;2.23
763;Meyer;Larcher;03.04.2000;3;60;false;3.11
764;Flss;Iacovini;03.11.1999;4;49;true;4.76
765;Deedee;Symondson;30.11.2002;1;53;true;4.16
766;Aubert;Jancic;09.05.2001;2;26;false;1.79
767;Derrek;Guihen;27.02.2002;4;49;false;2.8
768;Cara;Gentery;20.12.1999;1;94;true;4.11
769;Axel;Camois;09.03.1996;3;42;false;4.09
770;Rab;Binder;22.11.1995;0;84;true;2.45
771;Mae;Belverstone;31.01.2002;0;25;true;2.9
772;Gert;Skahill;02.01.2003;2;29;false;3.19
773;Patsy;Edgeson;10.04.1996;0;30;true;1.89
774;Gerald;Bartkowiak;21.04.1998;4;1;false;3.86
775;Simmonds;Citrine;29.06.1996;3;28;false;2.59
776;Jared;Leason;24.10.2001;4;2;true;4.74
777;Jsandye;Flint;17.10.1995;2;2;true;3.44
778;Margit;Robbeke;09.01.1996;1;28;true;4.43
779;Martha;Pilmoor;13.08.2003;1;2;false;3.55
780;Amelia;Veasey;03.11.2000;2;91;true;4.32
781;Maisey;Ricoald;09.12.2003;1;80;true;2.31
782;Maury;Schwanden;17.07.1998;4;33;false;4.46
783;Johnnie;Habercham;13.01.2003;2;45;false;2.62
784;Elyssa;Maypother;27.12.1998;1;7;true;2.34
785;Tarah;Stoad;10.05.1995;2;81;false;4.83
786;Cello;Beckham;12.01.1998;0;70;false;3.9
787;Allyn;Bettlestone;06.11.2000;1;54;true;1.5
788;Pandora;Snel;18.08.2001;2;21;false;1.98
789;Katti;Trott;30.11.2003;4;97;true;2.55
790;Abby;Batham;12.08.2004;0;90;false;4.04
791;Gerik;Catt;29.08.1997;3;71;true;3.47
792;Flemming;Birbeck;27.08.2002;0;48;true;1.82
793;Pauline;Fenty;02.04.2000;3;54;false;1.4
794;Morten;Domniney;11.06.1995;0;22;true;2.35
795;Evita;Putterill;20.02.1998;4;40;false;2.09
796;Michel;Astling;23.11.2000;2;99;false;3.64
797;Beth;Marshalleck;11.08.1999;3;65;false;3.16
798;Laney;Olliar;14.05.2004;3;9;true;3.63
799;Kelsy;Ipgrave;12.07.2004;3;44;false;4.51
800;Paige;Christin;24.09.1996;4;24;true;4.66
801;Carolynn;Deery;06.08.2001;4;13;true;3.29
802;Chiquita;Fleming;15.07.2003;3;93;true;1.42
803;Shelba;Josowitz;16.05.2002;2;75;true;4.08
804;Letizia;Stokey;29.02.2004;2;23;true;3.75
805;Allie;Rigge;28.10.1995;4;50;true;4.39
806;Judah;Seymour;23.08.2004;1;85;true;2.35
807;Svend;Chadbourne;04.05.1995;2;79;false;2.78
808;Daisie;Skinner;29.03.2002;2;59;false;1.5
809;Dedra;Grishinov;27.05.2001;1;63;false;3.0
810;Daren;Bault;18.06.2003;2;93;true;4.63
811;Ardelle;Van Rembrandt;05.10.2000;1;89;false;1.52
812;Kipp;Jerg;22.09.2004;1;20;false;4.81
813;Saunderson;Edwicke;09.07.1996;2;81;false;2.27
814;Homerus;Moulton;28.10.2000;2;8;true;2.47
815;Kriste;Indgs;11.11.1998;0;71;false;1.19
816;Sam;Serginson;23.10.2002;0;77;false;4.27
817;Renata;Fardy;04.07.1995;3;0;true;1.26
818;Suzy;Stoppe;11.04.2001;4;0;true;4.81
819;Bil;Eytel;26.09.2000;1;64;false;3.0
820;Valaria;Freckleton;13.01.2002;2;31;false;3.81
821;Jorey;Mercey;07.11.2001;4;92;false;4.71
822;Hartley;Pilpovic;28.09.1999;1;75;true;3.65
823;Boy;Le Gassick;23.08.2004;4;40;true;2.11
824;Chas;McLachlan;26.03.1995;1;18;true;1.81
825;Judi;Ikin;13.08.2004;3;72;true;1.23
826;Veradis;Turneaux;03.09.2004;0;68;false;4.62
827;Lilllie;Flaonier;03.02.2002;3;73;true;1.14
828;Neel;Christall;07.05.1997;3;49;false;1.44
829;Amelie;Albone;08.03.1998;0;83;true;2.4
830;Merrill;Boutcher;11.11.2002;2;4;true;4.12
831;Tristan;Eykel;03.08.2000;3;62;false;1.69
832;Abbey;Scroxton;14.08.2004;1;8;false;4.59
833;Alejandra;Allom;02.11.2000;0;67;true;3.54
834;Lucas;Bingle;07.10.1997;2;67;false;4.53
835;Obediah;Watmore;23.03.1998;0;63;false;2.55
836;Nicholas;Sherwen;16.05.2002;0;25;true;3.23
837;Briney;Drane;04.05.2002;3;66;true;3.51
838;Adelbert;Hulland;10.12.1998;4;66;false;4.16
839;Reagen;De Witt;12.06.1998;3;9;false;2.49
840;Lindsey;Arrell;01.05.2000;3;90;false;1.12
841;Vin;Slobom;19.06.1995;0;100;false;1.07
842;Silvana;Divill;30.01.1999;4;2;false;3.56
843;Dulci;Robke;06.09.1995;3;16;true;3.21
844;Noam;Bedlington;16.08.2001;1;71;true;2.78
845;Rosanne;Blacksland;09.10.2004;4;4;false;2.71
846;Giovanni;Dunan;13.12.1996;4;97;false;4.79
847;Lorene;Fearick;24.12.1999;3;41;false;1.48
848;Kristine;Longlands;24.04.2002;4;14;true;1.1
849;Whittaker;Dottridge;17.11.1998;2;69;true;1.81
850;Denver;Margram;10.07.1999;3;94;true;3.14
851;Vittoria;Pidgeon;28.07.2000;3;60;true;1.6
852;Ariel;Husthwaite;01.12.2001;1;55;false;4.18
853;Auguste;Swaffer;18.05.1998;4;59;true;3.48
854;Rosabella;Skakunas;22.08.1998;3;75;false;4.68
855;Rodi;Raynor;25.03.2001;1;21;true;4.85
856;Odille;De'Vere - Hunt;27.04.2002;0;19;false;1.7
857;Issiah;Eden;13.12.2001;3;42;false;1.89
858;Elora;Holby;20.08.1997;4;40;false;4.27
859;King;Wafer;07.06.2003;0;57;true;1.35
860;Sibyl;Coldridge;21.07.2003;3;82;true;1.93
861;Rhodie;Gregol;21.10.2004;2;10;true;1.14
862;Romola;Blowick;09.02.2001;2;4;false;3.76
863;Malynda;Sapsforde;15.07.2000;3;23;false;3.06
864;Lazare;Rugiero;10.01.1999;2;21;false;1.85
865;Marni;McAvey;23.08.2002;0;41;false;1.6
866;Sephira;Matthewes;14.12.1995;4;9;true;3.35
867;Stanwood;Betteney;24.03.2000;2;29;true;1.13
868;Lucie;Crockford;17.12.1995;0;39;true;4.08
869;Zeb;Astling;30.09.1999;4;8;true;4.69
870;Kristen;Currey;15.05.1997;2;54;false;4.69
871;Nertie;Watting;01.11.1998;2;54;true;1.23
872;Salomone;Notman;14.12.1995;4;10;true;4.27
873;Nonah;Turnock;29.11.1999;0;7;false;4.88
874;Dacie;Ceeley;28.12.1996;4;78;true;1.36
875;Had;Charteris;25.06.1998;3;43;false;1.69
876;Veriee;Ilyinykh;07.01.1999;1;89;true;3.52
877;Deborah;Jeffcock;18.11.1998;3;39;false;5.0
878;Adda;Wetwood;26.07.2001;0;38;true;3.52
879;Bernadette;Menico;24.01.1996;4;82;false;2.36
880;Desmond;Haselhurst;17.02.2000;4;89;false;1.59
881;Kare;Huddlestone;17.11.2003;4;31;true;1.02
882;Nye;Doog;11.01.2003;4;88;false;2.55
883;Ramon;Richfield;06.02.2002;0;44;false;3.53
884;Clarie;Samways;16.02.1997;2;82;true;1.65
885;Rosella;Schade;14.06.2000;0;66;true;1.48
886;Cornie;Paddie;01.03.2000;0;95;true;3.91
887;Caterina;Whifen;02.05.1999;0;74;false;1.51
888;Sybille;Sleford;14.06.1999;1;11;false;2.5
889;Peadar;Stryde;19.05.2004;2;60;true;2.9
890;Lanie;Todman;11.08.1998;2;53;false;3.98
891;Sophronia;Yuill;19.10.2001;3;33;false;2.14
892;Kincaid;MacGibbon;19.11.2004;4;26;false;2.53
893;Grover;Billanie;02.05.2004;4;40;true;3.3
894;Caitlin;Lowndsbrough;17.01.1996;4;95;true;1.6
895;Ian;McKennan;10.07.1998;4;99;false;1.23
896;Kettie;Bomfield;07.04.2000;4;35;false;4.36
897;Doy;Penniell;15.12.2002;0;82;false;1.98
898;Ashleigh;McKellar;28.08.1998;2;55;false;3.82
899;Bealle;Gulleford;04.04.2001;2;58;true;4.71
900;Gay;Hallgate;25.05.1995;1;42;false;4.74
901;Roddy;Vagges;23.11.2000;0;3;false;1.23
902;Saloma;Sebley;04.07.1996;1;45;true;1.58
903;Maribeth;Rexworthy;23.04.2001;4;37;false;1.05
904;Ingar;Curness;13.11.2003;0;63;false;4.23
905;Abram;Jaggli;21.06.2001;4;53;true;3.97
906;Noell;Pymm;09.03.2003;4;31;false;1.58
907;Danell;Croll;03.02.1998;1;92;false;4.67
908;Egan;Annwyl;04.04.2004;0;97;false;2.54
909;Johna;Haizelden;24.11.1997;3;79;false;3.31
910;Chariot;Potes;25.12.1996;4;54;false;2.76
911;Jasun;Rosenbusch;15.03.1998;2;71;false;4.08
912;Layla;Comolli;19.12.2003;0;50;true;3.06
913;Jarrod;Menloe;20.01.1997;3;14;true;1.06
914;Chastity;Gillett;03.05.2003;4;47;false;4.77
915;Alair;Knowlman;09.12.1998;2;97;false;3.08
916;Lorri;Rodson;09.05.1995;0;26;false;3.23
917;Betti;Melchior;17.05.2001;1;37;true;4.83
918;Manda;Fiddler;01.06.1998;1;66;true;1.77
919;Maxine;Keohane;18.01.2003;0;64;true;4.01
920;Valenka;Hasling;21.08.1995;2;93;true;3.57
921;Fitz;Wornham;27.08.2000;0;11;true;3.75
922;Shaylyn;Rymell;30.05.1996;4;15;true;3.33
923;Cicily;Hucks;25.03.2003;1;12;true;4.43
924;Jammal;McNally;04.02.2005;4;100;false;1.29
925;Trenna;Swarbrick;12.07.1996;4;57;true;4.42
926;Uri;Bradneck;09.08.2003;2;16;true;4.0
927;Bram;Ormistone;19.11.1998;3;24;true;2.99
928;Byrle;Jarret;19.11.1996;2;76;false;3.27
929;Kassie;Rudolph;30.10.2000;4;29;false;4.57
930;Shurlocke;Francombe;28.02.2003;0;14;true;1.25
931;Victoria;Silverthorn;20.07.2001;3;70;true;3.6
932;Britni;Legonidec;25.04.2000;3;47;true;4.9
933;Margot;Swannick;23.11.1995;0;83;false;1.18
934;Ad;Burford;19.01.2004;1;87;true;1.16
935;Mireielle;Looby;13.09.2002;2;7;true;4.75
936;Nikolia;Paddingdon;07.03.1998;1;97;true;1.8
937;Marcela;McNellis;24.11.2001;4;16;false;3.96
938;Lauralee;Mulvey;11.10.1997;0;3;false;1.35
939;Loni;Beevors;13.01.1996;1;18;false;1.72
940;Jose;Murthwaite;17.12.2001;1;45;false;4.43
941;Orelia;Rickett;07.10.1998;1;93;false;3.49
942;Dorry;Hammon;28.09.2003;4;67;true;3.46
943;Oren;Dartnall;01.02.2004;1;52;true;4.19
944;Andris;Slemmonds;01.10.2002;4;47;true;2.5
945;Ciro;Purver;12.04.1998;2;92;true;4.06
946;Louise;Overington;15.11.2002;3;74;true;3.72
947;Lorenzo;Dransfield;17.03.2001;1;25;true;2.19
948;Hogan;Wyon;02.09.1996;2;81;true;4.41
949;Rora;Negus;11.11.2003;4;2;false;3.28
