MaxId=10506
Id;jmeno;prijmeni;datumNarozeni;obor;bodyPrijimacihoRizeni;prijat;prumerZnamekMaturitniZkousky
10460;Teodoro;McAreavey;23.12.1995;2;18;False;3.43
10461;Zelig;MacConnal;26.07.1997;2;85;False;3.17
10462;Holly;De Roberto;05.04.1998;0;95;True;4.65
10463;Hyacinthie;Lennarde;05.05.2001;3;49;True;4.44
10464;Mayne;Bealing;08.09.2003;3;88;False;3.17
10465;Ilaire;Gandey;09.11.1998;1;35;True;1.52
10466;Samson;Ansty;09.01.2005;0;94;False;1.81
10467;Carole;Dansey;26.02.1997;1;62;True;2.01
10468;Beaufort;Hannay;09.06.1999;4;50;True;3.37
10469;Spense;Ilyushkin;02.01.1999;2;18;True;1.82
10470;Llewellyn;Zipsell;12.06.1998;3;45;False;3.91
10471;Kurtis;Wadworth;11.10.1995;1;10;False;4.03
10472;Julius;Tumility;19.11.1996;4;68;False;3.03
10473;Alexia;Ryman;18.08.2003;4;14;True;4.31
10474;Celisse;Dumbar;12.10.1997;2;2;True;1.54
10475;Dawna;Gilliam;05.11.2002;2;86;True;3.39
10476;Garrot;Ginnally;20.04.2001;4;60;False;3.68
10477;Wernher;Blything;10.02.2005;4;74;False;3.79
10478;Sharl;Detoc;28.06.2000;2;35;False;2.68
10479;Ignacio;Sposito;03.06.1999;3;71;True;1.56
10480;Genevieve;Flynn;02.08.2002;4;43;False;4.21
10481;Marlyn;Dowbekin;05.12.2003;3;78;True;4.34
10482;Miran;McGarry;10.05.1997;4;71;True;4.74
10483;Ario;Kyston;25.05.1999;0;28;False;2.99
10484;Carson;Dumblton;23.12.1998;4;46;True;2.24
10485;Tabbi;Hutchinges;23.10.1998;2;66;False;3.62
10486;Sylas;Winters;12.06.1995;0;99;False;2.11
10487;Ansley;Brehat;08.04.2002;1;61;False;2.96
10488;Catina;Placstone;30.04.1998;1;64;True;2.84
10489;Krista;McReidy;08.05.2000;0;81;False;3.34
10490;Derron;Horsefield;18.02.1996;3;22;False;2.87
10491;Guthrie;Pepin;03.09.1998;2;85;True;1.96
10492;Salim;Pomphrey;15.06.2003;2;98;True;1.38
10493;Jeni;Andrich;11.04.2000;2;2;True;3.94
10494;Kelvin;Ricardot;12.11.2000;4;27;True;4.59
10495;Tulley;Burchall;03.03.2003;0;75;False;2.72
10496;Aubrette;Lilley;06.05.1995;1;27;False;1.8
10497;Sheena;McParland;26.11.2004;1;24;True;2.71
10498;Gnni;Pecha;01.08.1997;0;80;True;2.63
10499;Eduard;Lahive;12.02.1998;0;11;False;3.01
10500;Chicky;Slack;15.09.2003;3;37;True;3.57
10501;Ignac;Brychta;07.03.1944;6;-8;True;1
10502;dddddd;sssss;12.06.1844;3;0;True;1.1
10503;ds;saaaaa;31.01.1989;2;1;True;1.2
10504;1;2;01.11.1988;1;6;True;1.3
10505;hj;sd;31.12.1788;4;7;False;1.5
10506;\r\n;df;26.07.1988;3;1;True;1
